frag	phylostrata	avg_mainAge
14_23494618_23513574	4.5	EM
14_23516229_23532567	4.5	EM
14_23561605_23564579	3.5	EM
14_23564580_23570049	3.5	EM
14_23758978_23775288	6.5	EM
14_23844020_23846843	11	MM
14_23923928_23944776	2	UC
14_24019414_24036032	4	EM
14_24036501_24040457	2	UC
14_24513493_24526278	2	UC
14_24536054_24542353	2	UC
14_24561061_24566022	6	EM
14_24583394_24585245	6.5	EM
14_24594230_24605002	8	EM
14_24605003_24613420	5	EM
14_24615500_24621487	4	EM
14_24629125_24633519	6	EM
14_24636970_24642709	8	EM
14_24656814_24663616	2	UC
14_24674183_24677635	6	EM
14_24677636_24683386	2	UC
14_24683387_24690279	1.5	UC
14_24699675_24702553	1.5	UC
14_24702554_24716417	4.5	EM
14_24731743_24732695	5	EM
14_24738538_24741467	2	UC
14_24765344_24769127	2	UC
14_24769128_24784217	5	EM
14_24800814_24805365	4	EM
14_24805899_24807043	12	MM
14_24807044_24820217	12	MM
14_24829975_24835214	11	MM
14_24863227_24869497	11	MM
14_24894613_24899591	9.5	EM
14_24899592_24905840	9.5	EM
14_24975748_24978465	11	MM
14_25077779_25080514	8	EM
14_25100315_25110198	8	EM
14_30117677_30122455	4	EM
14_31027630_31037437	5	EM
14_31090273_31091631	2	UC
14_31494920_31507678	2	UC
14_31926149_31926801	2	UC
14_32029823_32036085	1	UC
14_32543465_32547211	2	UC
14_34929198_34934757	2.5	UC
14_35007955_35023713	2	UC
14_35096342_35099800	4	EM
14_35183286_35185568	2	UC
14_35330486_35347065	4	EM
14_35512217_35515002	2	UC
14_35581992_35592070	3	UC
14_35738717_35758063	2	UC
14_35871296_35874601	6	EM
14_36278452_36279817	2	UC
14_36291782_36303390	4	EM
14_36789369_36790208	4	EM
14_37042565_37053959	8	EM
14_39568943_39588823	2	UC
14_39639318_39646217	2	UC
14_39697194_39704028	8	EM
14_39727047_39734690	6	EM
14_39734691_39736291	6	EM
14_39897769_39905604	6	EM
14_45366137_45370009	8	EM
14_45426838_45432025	3.5	EM
14_45508577_45520669	5	EM
14_45552997_45558290	2	UC
14_45578653_45584197	2	UC
14_45602375_45606281	1.5	UC
14_45711855_45725194	2	UC
14_50047207_50054134	1	UC
14_50061701_50066117	2.5	UC
14_50074683_50091771	1.5	UC
14_50099720_50106522	2	UC
14_50159330_50163556	4	EM
14_50223702_50237195	5	EM
14_50298959_50312323	8	EM
14_50318667_50322946	1	UC
14_50358189_50364517	3	UC
14_50554130_50562914	15	MM
14_50568416_50584029	2	UC
14_50692824_50699175	2	UC
14_50777495_50789639	2.5	UC
14_50995091_51006537	4	EM
14_51024758_51028725	4	EM
14_51287345_51289267	8	EM
14_51296619_51305054	8	EM
14_51700533_51707647	2	UC
14_52289851_52299793	6	EM
14_52442346_52457218	2	UC
14_52529920_52538954	4	EM
14_52732954_52740940	12	MM
14_52767333_52784693	8	EM
14_53016777_53020800	6	EM
14_53151116_53164357	2	UC
14_53173217_53177567	1	UC
14_53194560_53201943	2	UC
14_53239421_53244116	1	UC
14_53612408_53622655	2	UC
14_54863414_54870624	1	UC
14_54907230_54908668	2	UC
14_54975830_54996517	4	EM
14_55030009_55035267	4	EM
14_55368078_55369991	1	UC
14_55491243_55495489	5	EM
14_55515893_55526009	9	EM
14_55654434_55667952	4	EM
14_55737572_55739661	8	EM
14_55877964_55883005	4	EM
14_55909216_55924334	1	UC
14_56044990_56050015	8	EM
14_56582979_56586715	4	EM
14_56951756_56956828	1	UC
14_57665791_57679163	15	MM
14_57732805_57737121	2	UC
14_57854854_57861758	1	UC
14_57954994_57962228	9	EM
14_58662860_58667225	2	UC
14_58694498_58711859	2	UC
14_58760391_58765508	4	EM
14_58860249_58867988	11	MM
14_58890399_58901864	3	UC
14_59653607_59659120	1	UC
14_59946855_59956505	1	UC
14_60557703_60559915	4	EM
14_60711226_60713039	2	UC
14_60713040_60719821	2	UC
14_60980503_60985374	9	EM
14_61122629_61125454	5	EM
14_61186967_61191775	5	EM
14_61200877_61203371	2	UC
14_61445264_61450767	1.5	UC
14_61738065_61750763	5	EM
14_61993144_62000094	2	UC
14_62157240_62165850	5	EM
14_62224562_62232524	4	EM
14_62452987_62456911	5	EM
14_64009502_64010272	2	UC
14_64192899_64208518	1	UC
14_64308382_64321364	5	EM
14_64799141_64808630	8	EM
14_64854388_64857858	1	UC
14_64912073_64917154	1	UC
14_64969844_64976222	8	EM
14_65005478_65009486	2	UC
14_65566218_65593622	2	UC
14_65873666_65877411	4	EM
14_66970670_66974987	1	UC
14_67706247_67709319	5	EM
14_67812815_67828169	1	UC
14_67876136_67881209	7	EM
14_67997084_68029159	4	EM
14_68062842_68068001	3	UC
14_68079791_68094900	1	UC
14_68137185_68141923	2	UC
14_68162269_68165193	1	UC
14_68166388_68171086	1	UC
14_68279332_68302902	3	UC
14_69257982_69263908	2	UC
14_69434104_69448752	2	UC
14_69613929_69631718	5	EM
14_69716586_69729396	8	EM
14_69949163_69956322	6	EM
14_70071162_70081898	8	EM
14_70183195_70201650	8	EM
14_70825865_70830010	3	UC
14_71067227_71068218	2	UC
14_71108467_71109877	3	UC
14_71371440_71379240	4	EM
14_71772895_71794521	2	UC
14_73392084_73393665	2	UC
14_73601963_73604404	2	UC
14_73702489_73709419	5	EM
14_73709420_73722057	5	EM
14_73929982_73933047	4	EM
14_74067920_74085906	14	MM
14_74178379_74183054	12	MM
14_74318481_74327621	1	UC
14_74399246_74409279	4	EM
14_74768726_74798920	4.5	EM
14_74885807_74896108	8	EM
14_74957568_74962052	2.5	UC
14_75071929_75083104	8	EM
14_75340481_75351276	1	UC
14_75388915_75394342	8	EM
14_75420888_75427857	8	EM
14_75529732_75530875	4.5	EM
14_75534123_75537115	4.5	EM
14_75592888_75594848	4	EM
14_75641243_75643481	2	UC
14_75743350_75750053	8	EM
14_75889212_75896145	6	EM
14_75987029_75989359	8	EM
14_76041807_76048096	2	UC
14_76126596_76130964	2	UC
14_76367405_76371213	2	UC
14_76446366_76460936	5	EM
14_76660802_76677524	6	EM
14_77287499_77296923	2	UC
14_77491237_77502860	5	EM
14_77561833_77571859	8	EM
14_77582698_77592162	2	UC
14_77602082_77625334	6	EM
14_77785961_77792046	1.5	UC
14_77840310_77849991	6	EM
14_77882506_77893758	4	EM
14_77922017_77926065	2	UC
14_78078410_78084663	1	UC
14_78173239_78174605	3	UC
14_78220690_78227817	8	EM
14_78708356_78714324	6	EM
14_78856357_78870336	6	EM
14_81420768_81423583	4	EM
14_81423733_81432405	8	EM
14_81685218_81688296	2	UC
14_81901484_81902953	4	EM
14_81996707_82007785	1	UC
14_88458507_88460089	4	EM
14_88469065_88473561	9	EM
14_88840009_88851542	4	EM
14_89019177_89022240	4	EM
14_89026035_89034073	2	UC
14_89239949_89261427	2	UC
14_89290225_89292743	2	UC
14_89882303_89884657	4	EM
14_90083306_90090852	4	EM
14_90418886_90422613	3	UC
14_90795544_90800636	2	UC
14_90857106_90866783	2	UC
14_91525937_91527916	2	UC
14_91587683_91595615	2	UC
14_91685860_91723192	8	EM
14_91879240_91887037	3	UC
14_92246913_92247184	5	EM
14_92333812_92351659	8	EM
14_92408551_92417121	8	EM
14_92502333_92517839	5	EM
14_92585886_92590429	4	EM
14_92977392_92981151	8	EM
14_93214374_93215975	2	UC
14_93259738_93274650	2	UC
14_93388769_93396846	8	EM
14_93673394_93691100	7	EM
14_93795294_93800439	5	EM
14_93810538_93815301	13	MM
14_94247737_94257877	8	EM
14_94383386_94386415	8	EM
14_94492546_94493980	2	UC
14_94545076_94548327	2	UC
14_94567526_94577091	6	EM
14_94593408_94604883	2	UC
14_94606411_94615363	2	UC
14_94914206_94923617	12	MM
14_94941659_94958699	12	MM
14_95619752_95627173	2	UC
14_95783170_95792804	8	EM
14_95999757_96000250	1	UC
14_96141901_96152815	12	MM
14_96960750_96971439	2	UC
14_99945358_99952911	2	UC
14_99971792_100010702	4	EM
15_100272601_100277046	8	EM
15_100880331_100885379	4	EM
15_101082439_101087953	8	EM
15_101139327_101146011	6	EM
15_101418763_101423675	1	UC
15_101457290_101461813	5	EM
15_101791053_101798933	5	EM
15_101816805_101818647	4	EM
15_101833589_101835950	2	UC
15_102011293_102047461	2	UC
15_102181817_102190383	4	EM
15_102192119_102202549	4	EM
15_102263736_102268036	1	UC
15_22820781_22839232	2	UC
15_23032134_23036590	2	UC
15_23082956_23087289	8	EM
15_23810362_23814975	12	MM
15_23931183_23933815	12	MM
15_24918993_24922987	12	MM
15_25682858_25687221	2	UC
15_27105423_27121744	6	EM
15_29555504_29563522	2	UC
15_30246484_30250041	4	EM
15_31195054_31196911	2	UC
15_31275232_31284585	5	EM
15_31346845_31367412	4	EM
15_31449530_31459925	4	EM
15_31612575_31624875	5	EM
15_32929421_32936586	6	EM
15_32962149_32967506	6	EM
15_33008457_33014542	5	EM
15_33599049_33605679	4	EM
15_34260326_34261294	8	EM
15_34329621_34337892	4	EM
15_34392691_34399482	3.5	EM
15_34500849_34512803	5	EM
15_34516713_34529133	2	UC
15_34626926_34631923	2	UC
15_34631924_34640683	5.5	EM
15_34647373_34668157	2	UC
15_35260918_35266886	2	UC
15_35268876_35270916	15	MM
15_35837137_35838929	1	UC
15_37387188_37394409	4	EM
15_38541154_38545509	6	EM
15_38743763_38747422	2	UC
15_38855995_38859102	4	EM
15_38982823_38991512	15	MM
15_39872009_39875707	1	UC
15_40070212_40077253	4	EM
15_40211927_40218407	8	EM
15_40219452_40228275	2	UC
15_40329868_40338300	2	UC
15_40399328_40405534	9	EM
15_40452066_40454178	2	UC
15_40509440_40509732	5	EM
15_40536953_40555458	11.5	MM
15_40566825_40581870	8.5	EM
15_40597936_40613636	4	EM
15_40648736_40652549	2	UC
15_40732631_40734976	5	EM
15_40757418_40786246	5	EM
15_40850415_40857671	6	EM
15_40859671_40864333	1	UC
15_40882196_40886982	5	EM
15_40956131_40991010	1	UC
15_41046666_41048662	4	EM
15_41048663_41056918	5	EM
15_41058322_41063691	5.5	EM
15_41088269_41101361	2.5	UC
15_41120471_41125145	4	EM
15_41130619_41151864	8	EM
15_41181631_41198090	2	UC
15_41215397_41222845	4	EM
15_41521127_41527307	3.5	EM
15_41624667_41625974	6	EM
15_41834858_41837238	3	UC
15_42062597_42070087	2	UC
15_42124226_42145094	5.75	EM
15_42184107_42197376	3	UC
15_43024251_43031258	4	EM
15_43473639_43482462	4	EM
15_43509558_43516961	9	EM
15_43558457_43560170	9	EM
15_43593118_43594746	9	EM
15_43802873_43806904	5	EM
15_44069260_44073455	8	EM
15_44080885_44089109	2	UC
15_44089989_44092690	5	EM
15_44580222_44585674	6	EM
15_44716747_44723826	2	UC
15_44950657_44957141	2	UC
15_45028306_45028896	8	EM
15_45400950_45406911	4	EM
15_45416390_45422614	4	EM
15_45543234_45549531	1	UC
15_45693059_45696304	2	UC
15_45719061_45723591	6	EM
15_45808568_45817451	2	UC
15_45878786_45879924	4	EM
15_45926499_45929619	1	UC
15_48613315_48625978	1	UC
15_49098406_49103397	4	EM
15_49167360_49170341	9	EM
15_49247384_49260821	9	EM
15_49337849_49339026	2	UC
15_49446927_49449453	2	UC
15_49712561_49721948	8	EM
15_49907307_49914199	3.5	EM
15_50406241_50411433	2	UC
15_50473727_50477811	1.5	UC
15_50647189_50647840	6	EM
15_50703421_50717150	2	UC
15_50973870_50989874	4	EM
15_51056770_51060365	2	UC
15_51197472_51201280	2	UC
15_51629627_51631712	8	EM
15_51631713_51635367	8	EM
15_51913539_51918751	2	UC
15_51967777_51974005	8	EM
15_52043230_52049986	5.5	EM
15_52258490_52264716	2	UC
15_52304095_52312338	5	EM
15_52477543_52485135	4	EM
15_52587301_52588036	1	UC
15_52819754_52832696	1	UC
15_52855052_52861911	5	EM
15_52969845_52972231	4	EM
15_53074121_53082990	5	EM
15_55489125_55490540	1	UC
15_55572119_55601239	4	EM
15_55664288_55665431	8	EM
15_56755176_56758181	2	UC
15_57203919_57215451	4	EM
15_57661951_57672791	2	UC
15_57881088_57884895	8	EM
15_58350880_58359135	1	UC
15_59040631_59042709	4	EM
15_59052950_59065239	2	UC
15_59179669_59185922	5	EM
15_59223843_59250092	5	EM
15_59278169_59281013	8	EM
15_59396613_59399233	2	UC
15_59443065_59446355	2	UC
15_59487928_59499815	7	EM
15_59500278_59506605	2	UC
15_59507189_59510619	2	UC
15_59659281_59665177	3	UC
15_59719181_59730984	4	EM
15_59900246_59904458	4	EM
15_59948719_59953712	2	UC
15_59976920_59982429	8	EM
15_60294497_60304524	4	EM
15_60686604_60691863	8	EM
15_60759835_60773232	5	EM
15_62351633_62355071	2	UC
15_62355072_62361477	11	MM
15_63332656_63334858	1	UC
15_63413071_63415370	1	UC
15_63440825_63452600	1	UC
15_63480443_63483965	2	UC
15_63561331_63570763	2	UC
15_63788115_63799166	2	UC
15_63882538_63892222	2	UC
15_64332257_64343033	5	EM
15_64385582_64387752	3	UC
15_64387753_64388969	2	UC
15_64440328_64452618	6	EM
15_64452619_64455620	2	UC
15_64678600_64687749	4	EM
15_65202319_65212830	6	EM
15_65280997_65282942	2	UC
15_65335352_65340619	9	EM
15_65423437_65426898	5	EM
15_65475175_65478311	1	UC
15_65592150_65597273	2	UC
15_65667181_65670844	8	EM
15_65822615_65829184	2	UC
15_65861851_65866638	2	UC
15_65899576_65905147	5	EM
15_66083703_66085271	2	UC
15_66161679_66162506	2	UC
15_66536066_66547408	2	UC
15_66581214_66586926	1	UC
15_66629248_66663573	2	UC
15_66677467_66686142	2	UC
15_66787661_66791631	8	EM
15_66793401_66796501	1	UC
15_67354356_67361915	5	EM
15_67545115_67548662	3.5	EM
15_67663027_67667391	2	UC
15_67812884_67817037	4	EM
15_67834655_67840760	5	EM
15_68111739_68138337	2	UC
15_68835046_68880058	2	UC
15_69111745_69121451	2	UC
15_69215322_69225603	6	EM
15_69449674_69459948	1	UC
15_69701437_69709656	2	UC
15_69740298_69752064	1	UC
15_70384703_70393665	4	EM
15_71053245_71057258	8	EM
15_71183776_71195953	4.5	EM
15_71381535_71392776	5	EM
15_72487946_72496307	8	EM
15_72606544_72616084	2	UC
15_72666414_72674728	1	UC
15_72685914_72696022	11	MM
15_72757626_72768346	2	UC
15_72966311_72978972	8.5	EM
15_73072205_73077870	2	UC
15_73342968_73347880	6	EM
15_73923182_73926005	6	EM
15_73973551_73977208	8	EM
15_74278713_74285716	4	EM
15_74285717_74287312	6.5	EM
15_74416116_74438189	8	EM
15_74656462_74662334	8	EM
15_74724626_74731659	8	EM
15_74742555_74753613	4	EM
15_75016628_75025871	2	UC
15_75033394_75043196	2	UC
15_75070118_75080491	6	EM
15_75103674_75108141	10	MM
15_75117543_75133581	5	EM
15_75134082_75144776	8	EM
15_75163372_75172364	8	EM
15_75180997_75190018	1	UC
15_75196330_75200270	4	EM
15_75227139_75233544	3	UC
15_75246975_75252426	7	EM
15_75285360_75299660	8	EM
15_75313062_75320774	1	UC
15_75486963_75493861	8	EM
15_75645819_75651814	1.5	UC
15_75660771_75663288	1	UC
15_75740983_75749322	2	UC
15_75916251_75926835	2	UC
15_75938893_75968994	2.5	UC
15_76191867_76196469	4	EM
15_76350474_76353867	6.5	EM
15_76629022_76629624	4	EM
15_77191274_77197918	2	UC
15_77283966_77290116	2	UC
15_77362315_77374731	4	EM
15_77706055_77714503	3.5	EM
15_78421404_78425812	3	UC
15_78441488_78443059	1	UC
15_78550621_78556853	2	UC
15_78591214_78597391	2	UC
15_78728639_78742628	1	UC
15_78903702_78915017	5	EM
15_78931189_78953074	7	EM
15_79099650_79107444	2	UC
15_79240567_79251150	2	UC
15_79268847_79273009	4	EM
15_79381678_79397306	4	EM
15_79602359_79604609	3	UC
15_79723786_79727119	8	EM
15_80256992_80274822	9	EM
15_80350085_80354558	2	UC
15_80438908_80446902	1	UC
15_81068488_81076140	8	EM
15_81269874_81282790	5	EM
15_81290649_81296935	8	EM
15_81615063_81624396	8	EM
15_82335167_82338934	2	UC
15_83314802_83319976	4	EM
15_83377101_83379225	2	UC
15_83474155_83475438	8	EM
15_83620658_83622110	4	EM
15_83654378_83656144	5	EM
15_83679256_83681883	1	UC
15_83722766_83736752	5	EM
15_83769203_83780897	6	EM
15_83875407_83891067	8	EM
15_83952586_83958243	6	EM
15_84321060_84326442	6	EM
15_85141854_85144860	10	MM
15_85144861_85164197	10	MM
15_85193161_85203635	8	EM
15_85254684_85276704	1	UC
15_85323567_85326625	6	EM
15_85352129_85361541	8	EM
15_85394012_85408269	8	EM
15_85413394_85433704	1	UC
15_85517559_85531167	2	UC
15_86337252_86339579	8	EM
15_88797696_88802608	6	EM
15_89008320_89015107	1.5	UC
15_89161102_89174277	2	UC
15_89174278_89184764	10	MM
15_89345586_89351106	7	EM
15_89426819_89446656	6	EM
15_89621638_89633335	4	EM
15_89779714_89789898	2	UC
15_89873712_89882294	3	UC
15_90287776_90295039	8	EM
15_90319321_90322216	6	EM
15_90419917_90463032	5	EM
15_90540167_90549718	7	EM
15_90643385_90647072	1	UC
15_90711785_90738139	8	EM
15_90762574_90779163	6	EM
15_90788810_90795740	2	UC
15_90801990_90810136	8	EM
15_90891287_90893302	2	UC
15_90893303_90897528	11	MM
15_90929453_90937998	2	UC
15_91068188_91083283	8	EM
15_91257963_91260571	1	UC
15_91404236_91431749	4	EM
15_91431750_91455049	4	EM
15_91475552_91477136	1	UC
15_91477137_91484708	2	UC
15_91497581_91501550	4	EM
15_91538207_91539544	2	UC
15_93346888_93354331	8	EM
15_93422047_93429207	2	UC
15_94773058_94782077	2	UC
15_98459874_98468865	4	EM
15_99027403_99039668	8	EM
15_99191269_99194977	4	EM
15_99643628_99648703	8	EM
15_99779776_99792873	4	EM
16_10265402_10280227	6	EM
16_10478209_10482951	4	EM
16_10780480_10815113	9	EM
16_10837116_10838270	1	UC
16_10911479_10917726	2	UC
16_10962189_10976027	8	EM
16_11035245_11038194	8	EM
16_11038195_11044482	2	UC
16_1116993_1151415	8.5	EM
16_11361730_11369505	12	MM
16_11369754_11370634	12	MM
16_11405067_11414127	2	UC
16_11428923_11444698	2	UC
16_11676208_11694217	2	UC
16_11754546_11764874	8	EM
16_11835975_11840481	4	EM
16_11888149_11894028	7	EM
16_11941559_11947351	2	UC
16_12008512_12010938	2	UC
16_12180269_12184172	15	MM
16_12891677_12905517	1	UC
16_1368869_1401138	4	EM
16_14010747_14017685	1	UC
16_1401139_1410911	2.5	UC
16_14722036_14726503	2	UC
16_14726504_14744323	3.5	EM
16_1488865_1504232	4.5	EM
16_15145880_15150281	2	UC
16_1539129_1549305	2	UC
16_15519544_15534654	8	EM
16_15698600_15704070	5	EM
16_15736250_15746821	5.5	EM
16_1582694_1585860	5	EM
16_15980084_15987977	2	UC
16_16029025_16052541	1	UC
16_1726640_1730510	7	EM
16_1753559_1761583	4	EM
16_17557105_17565686	2	UC
16_1861041_1879365	1	UC
16_18799353_18803439	1	UC
16_18806301_18815106	6	EM
16_18935464_18948316	2	UC
16_19074021_19085386	1	UC
16_19124861_19127519	8	EM
16_19175423_19180808	8	EM
16_19418572_19422379	4	EM
16_19530515_19537811	2.5	UC
16_19560384_19567806	2	UC
16_19603119_19613126	2	UC
16_1967237_1976963	2	UC
16_19721960_19734652	3.5	EM
16_1988708_2007714	2.5	UC
16_19894206_19899742	8	EM
16_2009125_2013694	2.5	UC
16_2013695_2016166	1	UC
16_2017192_2028929	3.5	EM
16_20337960_20339187	4	EM
16_20361720_20372858	8	EM
16_2038493_2053709	5	EM
16_2053710_2082467	5	EM
16_20708093_20710422	1	UC
16_20775177_20776937	1	UC
16_20794402_20796318	1	UC
16_20809499_20832372	3	UC
16_20910769_20916465	3	UC
16_21166049_21171878	6	EM
16_21222400_21223660	9	EM
16_21243728_21247459	8	EM
16_21608567_21615714	2	UC
16_21662925_21666659	5.5	EM
16_2183210_2190403	7	EM
16_2190404_2205379	4	EM
16_21956432_21967916	2	UC
16_22009190_22013811	10	MM
16_2205380_2211569	4	EM
16_22166957_22184060	6	EM
16_22207648_22220783	2	UC
16_22301768_22321142	2	UC
16_22382046_22386791	8	EM
16_2256472_2292305	5.2	EM
16_23158274_23162934	4	EM
16_23188327_23194806	6	EM
16_23459489_23477791	2	UC
16_23520967_23528976	9	EM
16_23556109_23570364	2	UC
16_23603294_23614516	1	UC
16_23720881_23735397	2	UC
16_23763840_23767231	12	MM
16_23844732_23854921	3	UC
16_2388413_2395050	1	UC
16_24260961_24268489	8	EM
16_24548528_24552482	2	UC
16_24739928_24746735	3	UC
16_25023240_25031647	4	EM
16_2510018_2519606	8	EM
16_25120991_25123880	2	UC
16_2519607_2534249	4	EM
16_25268263_25271293	10	MM
16_2559272_2572392	1	UC
16_2574230_2594287	6	EM
16_27206085_27215739	1	UC
16_27277675_27281291	2	UC
16_27322988_27339212	9	EM
16_27412699_27415044	8	EM
16_27560160_27561847	3	UC
16_2769028_2774464	8	EM
16_277802_285340	3.5	EM
16_2797840_2803684	2	UC
16_28071437_28079494	8	EM
16_28189984_28197170	2	UC
16_28220365_28224250	2	UC
16_2825234_2847757	5.5	EM
16_28302867_28308249	6	EM
16_28477690_28498821	8	EM
16_28498822_28508701	6	EM
16_28545092_28552508	5	EM
16_28555846_28574839	2	UC
16_2860645_2870531	11	MM
16_28857441_28873232	3.5	EM
16_28887051_28891104	1	UC
16_28891105_28894261	1	UC
16_28930055_28938487	8	EM
16_28938488_28954817	9.5	EM
16_28960198_28964932	4	EM
16_29673525_29680020	4	EM
16_29750176_29760365	10	MM
16_29796313_29808069	2	UC
16_29815642_29819355	8	EM
16_29819843_29830118	7	EM
16_29830119_29837304	2	UC
16_29874996_29885320	2	UC
16_29910051_29913129	8.5	EM
16_2996130_3022402	5.66666666666667	EM
16_29984893_29986876	4	EM
16_30003550_30008233	4.5	EM
16_30016055_30028317	8	EM
16_30028318_30044854	8.66666666666667	EM
16_30064345_30065589	2	UC
16_30077830_30087896	2	UC
16_30090492_30114502	4	EM
16_30114800_30126895	8	EM
16_30184482_30209942	2.75	UC
16_3022806_3031996	2	UC
16_30362291_30369355	2	UC
16_30378870_30383429	6	EM
16_30383430_30386905	8	EM
16_30386906_30390015	5	EM
16_30392323_30399704	10	MM
16_30417666_30425869	10	MM
16_30440360_30451490	1	UC
16_30453716_30462199	1	UC
16_30478160_30489952	8	EM
16_30530180_30553186	11.6666666666667	MM
16_30563264_30583430	12	MM
16_30583431_30599062	12	MM
16_30617309_30624307	2	UC
16_30662063_30662394	10	MM
16_30662395_30678653	10	MM
16_30705135_30712763	2	UC
16_30718025_30722870	2	UC
16_30771266_30775280	2	UC
16_30904932_30912665	7	EM
16_30933762_30939499	8	EM
16_30958470_30960795	10	MM
16_30960796_30975516	2	UC
16_30984589_31014039	4	EM
16_31016166_31043449	2	UC
16_31043450_31048051	8	EM
16_31072183_31083126	8	EM
16_31083392_31085709	8	EM
16_31085710_31087386	10	MM
16_31087387_31110531	6	EM
16_31123572_31133604	2	UC
16_31141369_31158849	6	EM
16_31158850_31168295	8	EM
16_31191436_31198086	2	UC
16_31209754_31215261	8	EM
16_31215262_31227701	12.5	MM
16_31227702_31236118	15	MM
16_31359193_31378175	8	EM
16_31439056_31440441	3	UC
16_31466454_31469797	5	EM
16_31477155_31497400	2	UC
16_3148306_3164581	10.5	MM
16_31538229_31539544	10	MM
16_31716086_31731786	15	MM
16_3181819_3195835	10.5	MM
16_31879803_31892512	2	UC
16_3254194_3259996	8	EM
16_3282897_3291295	11	MM
16_3301420_3309413	11	MM
16_3309414_3315685	10	MM
16_3347837_3367650	6	EM
