frag	phylostrata	mainAge
chr11_68747152_68762094	10	MM
chr11_68778363_68788870	11	MM
chr11_68816140_68819693	2	UC
chr11_6934783_6954631	12	MM
chr11_69060151_69065192	15	MM
chr11_69449031_69463779	8	EM
chr11_69574959_69597668	8	EM
chr11_69627506_69641592	8	EM
chr11_69924127_69928763	2	UC
chr11_7037544_7041791	10.5	MM
chr11_70037890_70053980	8	EM
chr11_70105188_70119095	4	EM
chr11_70228644_70253411	4	EM
chr11_7102154_7116070	13	MM
chr11_70963203_70966092	5	EM
chr11_71158066_71167442	1.66666666666667	UC
chr11_71626882_71639905	2	UC
chr11_71639906_71644766	2	UC
chr11_71704868_71710022	10	MM
chr11_71789961_71795326	8	EM
chr11_71812880_71821756	4	EM
chr11_71821757_71826895	5	EM
chr11_71894838_71901955	4	EM
chr11_71954374_71958914	6	EM
chr11_7256217_7261762	8	EM
chr11_72135029_72148882	1	UC
chr11_72501474_72509823	3	UC
chr11_72524067_72526418	8	EM
chr11_72848910_72858582	2	UC
chr11_72925414_72931815	8	EM
chr11_72972477_72976832	8	EM
chr11_73012260_73023069	4	EM
chr11_73308379_73312645	8	EM
chr11_73496043_73498853	6	EM
chr11_73584562_73589927	2.5	UC
chr11_73692560_73702630	2	UC
chr11_73714308_73721564	2	UC
chr11_73878756_73882423	3	UC
chr11_743874_756983	1	UC
chr11_74108263_74111551	1	UC
chr11_74203662_74205021	1.5	UC
chr11_74205022_74212331	2	UC
chr11_7503956_7510658	8	EM
chr11_74653898_74661675	3	UC
chr11_7532608_7535756	4	EM
chr11_75109037_75113292	1	UC
chr11_75235786_75241165	7	EM
chr11_75271850_75285456	8	EM
chr11_75426275_75431779	2	UC
chr11_76088551_76092964	6	EM
chr11_76376030_76386365	8	EM
chr11_7690650_7698678	1	UC
chr11_76492660_76501657	8	EM
chr11_7727251_7733930	8	EM
chr11_770927_783954	2	UC
chr11_76832187_76850703	4	EM
chr11_77001673_77014502	8	EM
chr11_77183278_77185853	2	UC
chr11_77297755_77301605	8	EM
chr11_77342771_77353286	2	UC
chr11_77523494_77533958	4	EM
chr11_77752158_77757903	8	EM
chr11_77774652_77779136	11	MM
chr11_77789318_77794057	6	EM
chr11_77850403_77855908	2	UC
chr11_77896339_77900701	5	EM
chr11_7846960_7855401	10	MM
chr11_783955_809018	5.5	EM
chr11_78126420_78132016	8	EM
chr11_78279989_78290195	1	UC
chr11_7958982_7966380	10	MM
chr11_79147976_79155015	5	EM
chr11_7986662_7988478	10	MM
chr11_8037799_8043161	2	UC
chr11_809019_810841	1	UC
chr11_812544_819395	2	UC
chr11_8189452_8191176	7	EM
chr11_82438796_82447835	5	EM
chr11_82680857_82687043	2	UC
chr11_82773109_82783635	5	EM
chr11_82867223_82868255	2	UC
chr11_82868256_82869688	2	UC
chr11_82899651_82913711	4	EM
chr11_82993065_82997864	2	UC
chr11_841103_863886	3	UC
chr11_85331493_85340505	7	EM
chr11_85358932_85361117	7	EM
chr11_85517726_85525349	5	EM
chr11_85559533_85566329	4	EM
chr11_85566330_85573081	4	EM
chr11_8613893_8615954	4	EM
chr11_85952696_85957638	2	UC
chr11_86080688_86094816	4	EM
chr11_86377093_86384541	1	UC
chr11_86501207_86505140	5	EM
chr11_8701761_8704732	1	UC
chr11_88061714_88072175	2	UC
chr11_88909539_88910960	3	UC
chr11_8952053_8956596	8	EM
chr11_8981074_8991686	4	EM
chr11_89855073_89864781	2	UC
chr11_89948284_89959355	2	UC
chr11_911650_915173	2	UC
chr11_92082565_92085348	4	EM
chr11_924396_934575	2	UC
chr11_9286200_9295054	2	UC
chr11_92694925_92704600	4	EM
chr11_9332770_9337463	1	UC
chr11_92929974_92931774	2	UC
chr11_93274740_93279404	5	EM
chr11_93472619_93496997	3	UC
chr11_93516090_93518449	6.5	EM
chr11_9402831_9415944	2	UC
chr11_93581371_93595263	8	EM
chr11_93861722_93869210	6	EM
chr11_94123199_94136002	8	EM
chr11_94223710_94229022	2.33333333333333	UC
chr11_94275770_94281231	2	UC
chr11_9481144_9494255	2	UC
chr11_94437112_94441368	6	EM
chr11_94699323_94709175	12	MM
chr11_94815288_94823957	8	EM
chr11_94965330_94970670	2	UC
chr11_9583798_9598638	2	UC
chr11_95509487_95524050	3.33333333333333	EM
chr11_95655309_95658298	2	UC
chr11_95658299_95660420	2	UC
chr11_96122634_96123856	5	EM
chr11_9673270_9690711	4	EM
chr11_98890009_98892144	6	EM
chr12_10162449_10164860	10	MM
chr12_100532837_100543154	4	EM
chr12_100584952_100596174	2	UC
chr12_100657407_100661804	2	UC
chr12_10180825_10185302	6	EM
chr12_100745123_100752362	1	UC
chr12_100862169_100868862	8	EM
chr12_100962649_100975853	8	EM
chr12_101110045_101112785	2	UC
chr12_101673623_101681091	2	UC
chr12_10282819_10293885	10	MM
chr12_101801004_101802761	2	UC
chr12_101859396_101869419	8	EM
chr12_101960565_101962142	7	EM
chr12_102078232_102096888	10	MM
chr12_10322244_10325522	9.5	EM
chr12_102213227_102228763	2	UC
chr12_102257471_102275780	7	EM
chr12_102452270_102455868	2	UC
chr12_102455869_102461951	2	UC
chr12_102510425_102515708	4	EM
chr12_10378875_10379748	6	EM
chr12_102873598_102880266	7	EM
chr12_103343444_103354307	3	UC
chr12_103886493_103903242	13	MM
chr12_103980809_103981390	5	EM
chr12_104228531_104237777	2	UC
chr12_10540862_10545249	10	MM
chr12_104321489_104327167	1	UC
chr12_104357907_104361085	3.5	EM
chr12_104456194_104457748	2	UC
chr12_104457749_104464200	2	UC
chr12_10560199_10565642	15	MM
chr12_104527274_104535704	2	UC
chr12_104607833_104613774	1	UC
chr12_104842999_104849370	5	EM
chr12_10603612_10608151	10	MM
chr12_105347867_105353162	1	UC
chr12_105376827_105380999	2	UC
chr12_10653442_10658739	1	UC
chr12_105477212_105479425	1	UC
chr12_105499207_105507189	2	UC
chr12_105627290_105633838	6	EM
chr12_10764534_10766542	2	UC
chr12_106530562_106535711	6	EM
chr12_106695538_106701872	8	EM
chr12_106746252_106754477	1	UC
chr12_106975055_106983975	4	EM
chr12_10824901_10829655	8	EM
chr12_107166978_107178886	4	EM
chr12_107483040_107492825	1	UC
chr12_10874937_10876635	1	UC
chr12_107708860_107714384	5	EM
chr12_108154524_108161806	8	EM
chr12_108164260_108168608	4	EM
chr12_10947591_10957174	11	MM
chr12_10957175_10961798	12	MM
chr12_10961799_10963175	12	MM
chr12_10973885_10979907	12	MM
chr12_108730472_108736777	8	EM
chr12_108906253_108916190	1	UC
chr12_108949022_108955660	2	UC
chr12_108956294_108957640	1	UC
chr12_108988708_108992385	8	EM
chr12_109022067_109027847	12	MM
chr12_109122677_109126504	2	UC
chr12_109244485_109254585	1.5	UC
chr12_11047605_11062349	13	MM
chr12_109454361_109466194	1.5	UC
chr12_109529937_109533221	2	UC
chr12_109533222_109536923	1	UC
chr12_109547886_109559654	2	UC
chr12_11079271_11082516	14	MM
chr12_109744049_109749865	4	EM
chr12_109910081_109917051	3	UC
chr12_110003429_110013940	1	UC
chr12_110150727_110154359	8	EM
chr12_110270155_110278516	8	EM
chr12_110315653_110324374	2	UC
chr12_110324375_110338544	2	UC
chr12_110432839_110434548	4	EM
chr12_110434549_110456880	2	UC
chr12_110504862_110522794	15	MM
chr12_110561875_110565651	2	UC
chr12_110904166_110906265	5	EM
chr12_110906266_110907036	3	UC
chr12_110907037_110908707	1	UC
chr12_110938613_110940061	1.5	UC
chr12_111018469_111023784	2	UC
chr12_111048138_111055045	8	EM
chr12_111131661_111142752	2	UC
chr12_111142753_111142926	2	UC
chr12_111179428_111185289	2	UC
chr12_111279597_111284640	2	UC
chr12_111799033_111807470	15	MM
chr12_112032634_112041272	6	EM
chr12_112122963_112125773	1.5	UC
chr12_11323831_11324713	14	MM
chr12_112200299_112205698	1	UC
chr12_112439455_112451949	3.5	EM
chr12_112545555_112547519	2	UC
chr12_112547520_112564153	2	UC
chr12_112843373_112874103	2	UC
chr12_113005485_113014299	5	EM
chr12_113367076_113378350	11	MM
chr12_113406924_113419010	11	MM
chr12_11458148_11463956	2	UC
chr12_113494038_113499930	5	EM
chr12_113570815_113575586	5	EM
chr12_113608378_113625204	2	UC
chr12_113653872_113660136	2	UC
chr12_113794929_113798061	2	UC
chr12_113859977_113873575	2	UC
chr12_113909019_113915730	4	EM
chr12_114399493_114405026	2	UC
chr12_115119071_115123605	4	EM
chr12_11649472_11661683	2	UC
chr12_116714223_116718352	4	EM
chr12_11800572_11809778	4	EM
chr12_117314110_117322355	11	MM
chr12_117627003_117633347	3	UC
chr12_118401427_118409167	4	EM
chr12_118447916_118454250	1	UC
chr12_118497788_118501933	8	EM
chr12_118570053_118576695	5	EM
chr12_118799031_118811404	4	EM
chr12_118813520_118817622	4	EM
chr12_119409291_119422859	3	UC
chr12_119614373_119620027	6	EM
chr12_119771541_119772712	4	EM
chr12_120101527_120113352	2	UC
chr12_120311529_120318189	4	EM
chr12_120637397_120643597	1	UC
chr12_120740097_120745809	1	UC
chr12_120765298_120771617	5	EM
chr12_120793594_120808452	2	UC
chr12_120874755_120882797	3	UC
chr12_12197374_12203507	8	EM
chr12_120882811_120896354	4	EM
chr12_120899259_120909035	2	UC
chr12_120960242_120974688	1.5	UC
chr12_121016407_121019231	2	UC
chr12_121064885_121084698	8	EM
chr12_121114649_121127152	2	UC
chr12_121146859_121149254	2	UC
chr12_121162947_121185293	1	UC
chr12_121407604_121418713	4	EM
chr12_121445411_121455685	5	EM
chr12_121474605_121479635	11	MM
chr12_121641961_121648730	4	EM
chr12_121823874_121839290	3	UC
chr12_122016757_122029082	2	UC
chr12_122056762_122064906	4	EM
chr12_122076422_122152877	2	UC
chr12_122456715_122463095	4	EM
chr12_122708704_122712453	6	EM
chr12_122747259_122752075	2	UC
chr12_122892516_122907764	2	UC
chr12_123011468_123014010	2	UC
chr12_12408180_12421855	2	UC
chr12_123215350_123219718	10	MM
chr12_123220188_123238430	2	UC
chr12_123258506_123264566	4	EM
chr12_123318339_123320795	2	UC
chr12_123378517_123383327	4	EM
chr12_123455277_123460716	2	UC
chr12_123460861_123473999	1	UC
chr12_123632688_123637424	2	UC
chr12_123728362_123733241	8	EM
chr12_123755274_123756888	5	EM
chr12_123845282_123857550	2	UC
chr12_123913182_123929135	8	EM
chr12_12502282_12507456	9	EM
chr12_12507457_12515147	15	MM
chr12_124051507_124072556	2	UC
chr12_124082111_124092811	2	UC
chr12_124111718_124123336	3.5	EM
chr12_124186701_124197383	1	UC
chr12_124242600_124256533	2	UC
chr12_124453780_124456405	12	MM
chr12_124456406_124460368	8	EM
chr12_125048886_125056455	2	UC
chr12_125353726_125373256	4	EM
chr12_125400557_125402738	2	UC
chr12_125459769_125476354	2	UC
chr12_125476355_125499056	8	EM
chr12_125541824_125553041	1	UC
chr12_125669906_125672244	6	EM
chr12_12712921_12725994	2	UC
chr12_12759713_12779399	4	EM
chr12_12842027_12850634	5	EM
chr12_12864726_12871976	6	EM
chr12_12874876_12880508	9	EM
chr12_12951096_12967087	1	UC
chr12_128750189_128760025	6	EM
chr12_129304621_129309649	1	UC
chr12_129332734_129340322	1	UC
chr12_130384559_130393000	6	EM
chr12_13152284_13154056	8	EM
chr12_130644166_130651397	5	EM
chr12_130818510_130828621	2	UC
chr12_131322793_131341345	2	UC
chr12_131355544_131362393	2	UC
chr12_13255659_13261064	9	EM
chr12_132194170_132206021	2	UC
chr12_132303816_132329728	5	EM
chr12_132374289_132391103	2	UC
chr12_13342838_13353401	9	EM
chr12_132412764_132442745	2	UC
chr12_132563808_132572994	2	UC
chr12_132904980_132906481	8	EM
chr12_133061309_133071326	6	EM
chr12_133194157_133206160	8	EM
chr12_133277244_133291850	2	UC
chr12_133327359_133341424	3	UC
chr12_133531983_133544340	2	UC
chr12_133612719_133618840	2	UC
chr12_133653493_133671835	14	MM
chr12_133706248_133713251	12	MM
chr12_133806495_133823409	10	MM
chr12_14514454_14524838	5	EM
chr12_14910558_14924443	2	UC
chr12_14955938_14958094	5.5	EM
chr12_14965625_14979725	9	EM
chr12_14994299_15011199	9	EM
chr12_15091243_15092576	8	EM
chr12_15112851_15119221	2	UC
chr12_15124372_15127615	8	EM
chr12_1637927_1644594	5	EM
chr12_15491968_15502754	8	EM
chr12_16009121_16041462	3	UC
chr12_1699476_1712096	2	UC
chr12_16061598_16064550	1	UC
chr12_16430405_16437208	8	EM
chr12_16499907_16502576	4	EM
chr12_1796050_1798892	1	UC
chr12_1925498_1931361	8	EM
chr12_18399414_18402828	2	UC
chr12_18471225_18473698	8	EM
chr12_18889903_18891024	8.5	EM
chr12_18891025_18891177	9	EM
chr12_19280613_19288485	8	EM
chr12_2024526_2028315	4	EM
chr12_2105922_2114395	3	UC
chr12_20521213_20524412	4	EM
chr12_313420_339915	3	UC
chr12_20843979_20848361	7	EM
chr12_21568895_21573905	9	EM
chr12_21588409_21591154	2	UC
chr12_21647006_21658967	1.5	UC
chr12_21910202_21913424	1	UC
chr12_22090571_22104163	1	UC
chr12_22191147_22201541	1	UC
chr12_22692467_22700314	2	UC
chr12_22777870_22780005	1	UC
chr12_25101330_25103787	1	UC
chr12_25151177_25157788	4	EM
chr12_25347738_25350255	2	UC
chr12_25391529_25406307	2	UC
chr12_367756_373319	3	UC
chr12_26276615_26280293	8	EM
chr12_26979009_26986461	4	EM
chr12_27088464_27108853	4	EM
chr12_27166326_27171341	4	EM
chr12_27171342_27178018	4	EM
chr12_27396025_27399536	2	UC
chr12_27485603_27486680	5	EM
chr12_27608437_27625940	12	MM
chr12_27671949_27676450	4	EM
chr12_27848655_27849808	11	MM
chr12_27861265_27864120	4	EM
chr12_27914587_27926746	11	MM
chr12_27931486_27940133	8	EM
chr12_2902730_2905615	1	UC
chr12_28125586_28129562	8	EM
chr12_2919510_2932584	4	EM
chr12_28283539_28289695	5	EM
chr12_2983951_2987707	7	EM
chr12_29297976_29307276	2	UC
chr12_29649169_29651053	6	EM
chr12_3065332_3086797	4	EM
chr12_30846016_30850545	2	UC
chr12_30906902_30909795	8	EM
chr12_31077678_31081296	6	EM
chr12_31479638_31482013	5	EM
chr12_31739520_31747517	2	UC
chr12_31942889_31956854	2	UC
chr12_32111561_32113963	9	EM
chr12_32259284_32270445	5	EM
chr12_32546770_32553216	2	UC
chr12_32903689_32910520	1	UC
chr12_33590682_33598485	6	EM
chr12_3486289_3492399	1	UC
chr12_38703930_38713728	2	UC
chr12_495104_500834	2	UC
chr12_3981184_3987901	8	EM
chr12_39297558_39303516	2	UC
chr12_39829256_39837434	2	UC
chr12_40010935_40014886	1	UC
chr12_40016489_40021747	10	MM
chr12_40497413_40501126	1	UC
chr12_40585009_40591437	5	EM
chr12_40785530_40788802	1	UC
chr12_41085941_41098763	6	EM
chr12_42532365_42546263	1	UC
chr12_42630726_42638547	6	EM
chr12_42719143_42720928	2	UC
chr12_42980914_42987579	4	EM
chr12_4380818_4386594	4	EM
chr12_43942186_43950458	5	EM
chr12_4483387_4490029	8	EM
chr12_44149653_44153263	2.66666666666667	UC
chr12_44198965_44204632	2	UC
chr12_44227958_44247623	5	EM
chr12_4548972_4556985	8	EM
chr12_45312160_45318276	6	EM
chr12_45442949_45446034	8	EM
chr12_45607157_45613932	2	UC
chr12_4645729_4651107	4	EM
chr12_4670424_4671511	2	UC
chr12_4671512_4672140	2	UC
chr12_46118831_46137446	4	EM
chr12_567970_576060	4	EM
chr12_46385539_46402650	8	EM
chr12_46761977_46777937	8	EM
chr12_4756948_4759257	6	EM
chr12_47220560_47227511	7	EM
chr12_48099114_48099994	2	UC
chr12_48164048_48171426	4	EM
chr12_48211175_48234319	1	UC
chr12_48334236_48347448	6	EM
chr12_48355113_48358750	6	EM
chr12_4916828_4918342	2	UC
chr12_48496946_48500599	1.5	UC
chr12_48596544_48599775	12	MM
chr12_48720784_48725232	12	MM
chr12_48742068_48748160	10	MM
chr12_48889704_48902585	12	MM
chr12_48962924_48964978	11	MM
chr12_49174578_49186511	4	EM
chr12_49242128_49247759	1	UC
chr12_49256041_49272414	8	EM
chr12_49293954_49318424	1	UC
chr12_49318425_49323390	8	EM
chr12_49349427_49359771	2	UC
chr12_49363557_49373703	6.5	EM
chr12_49388940_49393711	12	MM
chr12_49439377_49456758	2	UC
chr12_49460314_49478177	2	UC
chr12_49478178_49488808	5	EM
chr12_5018256_5022211	2	UC
chr12_49488809_49519294	4	EM
chr12_49578753_49587190	2	UC
chr12_49716640_49720278	10	MM
chr12_49723250_49731692	8	EM
chr12_49756726_49760546	4	EM
chr12_49760547_49762014	4	EM
chr12_49955993_49965553	2	UC
chr12_49998691_50000423	10	MM
chr12_50014384_50021214	2	UC
chr12_50098050_50101820	2	UC
chr12_50101821_50108698	3	UC
chr12_50220728_50226761	8	EM
chr12_50233304_50241115	2	UC
chr12_50287717_50300159	4	EM
chr12_50343949_50347570	10	MM
chr12_50351967_50359031	1	UC
chr12_50359032_50362278	12	MM
chr12_50426483_50427007	2	UC
chr12_50443134_50452299	2	UC
chr12_50466469_50480298	2	UC
chr12_50497569_50502461	1	UC
chr12_50504991_50512984	8	EM
chr12_50552254_50561049	2	UC
chr12_50561050_50570150	2	UC
chr12_50676595_50677978	2	UC
chr12_5145024_5156969	2	UC
chr12_50896880_50900000	1	UC
chr12_51149376_51160067	8	EM
chr12_51233802_51239907	9	EM
chr12_51316757_51319885	2	UC
chr12_51337146_51348595	10	MM
chr12_51418595_51430263	1	UC
chr12_51475368_51479860	6	EM
chr12_51541597_51571847	5	EM
chr12_51660418_51664514	10	MM
chr12_51714449_51726341	6	EM
chr12_51737515_51742057	8	EM
chr12_51975852_51986843	2	UC
chr12_52280807_52283132	12	MM
chr12_52397713_52415316	4	EM
chr12_52415317_52416626	8	EM
chr12_52620846_52631764	10	MM
chr12_52641149_52659404	10	MM
chr12_52679285_52685910	10	MM
chr12_52705686_52715379	10	MM
chr12_52759268_52763713	10	MM
chr12_52772817_52782324	12	MM
chr12_52798557_52805232	10	MM
chr12_52826290_52828695	2	UC
chr12_52838722_52846913	2	UC
chr12_52860110_52868961	2	UC
chr12_52882958_52889318	2	UC
chr12_52913040_52917626	2	UC
chr12_52944103_52947114	10	MM
chr12_52965386_52972083	10	MM
chr12_52991046_52999123	10	MM
chr12_53011040_53015407	10	MM
chr12_53043526_53048274	2	UC
chr12_53062707_53074731	2	UC
chr12_53090291_53099811	2	UC
chr12_53169819_53174210	2	UC
chr12_53189171_53190507	2	UC
chr12_53206186_53211657	2	UC
chr12_53216944_53233604	2	UC
chr12_53238154_53251379	12	MM
chr12_53340364_53350485	5	EM
chr12_53470340_53473537	6	EM
chr12_53487965_53496258	8	EM
chr12_53497009_53518639	12	MM
chr12_53567505_53579056	4.5	EM
chr12_53587351_53604273	4	EM
chr12_53612753_53634559	6	EM
chr12_53643155_53648918	2	UC
chr12_53657221_53662869	2	UC
chr12_53688770_53692286	1	UC
chr12_53692287_53702410	1	UC
chr12_53718188_53721565	2	UC
chr12_53737262_53738931	8	EM
chr12_53738932_53739343	8	EM
chr12_53773640_53774102	6	EM
chr12_53774103_53775065	6	EM
chr12_53815443_53820530	8	EM
chr12_53820531_53839895	8	EM
chr12_53888594_53894680	4	EM
chr12_53894681_53903756	4	EM
chr12_54017129_54020944	8	EM
chr12_54066509_54072057	1	UC
chr12_54119685_54123291	8	EM
chr12_54362426_54374704	8	EM
chr12_54378272_54384954	8.5	EM
chr12_54386487_54402006	5	EM
chr12_54402007_54407158	8	EM
chr12_54410340_54414909	8	EM
chr12_54418775_54433988	8	EM
chr12_54580445_54583080	5	EM
chr12_54668939_54675530	2	UC
chr12_5537843_5541826	8	EM
chr12_54689885_54700766	7	EM
chr12_54757256_54764824	6	EM
chr12_54780495_54785743	6	EM
chr12_54810596_54813653	5	EM
chr12_54866141_54869574	5	EM
chr12_54940769_54943756	2	UC
chr12_54974282_54989371	8	EM
chr12_55027097_55029476	14	MM
chr12_55040324_55044065	14	MM
chr12_55219909_55225621	14	MM
chr12_55372965_55378987	8	EM
chr12_55518791_55525932	10	MM
chr12_55610911_55615813	9	EM
chr12_55687253_55698060	11	MM
chr12_55711883_55714870	11	MM
chr12_55719756_55728241	10	MM
chr12_55756211_55769251	10	MM
chr12_55791751_55795543	10	MM
chr12_55815230_55822776	10	MM
chr12_55838028_55846887	12	MM
chr12_55862293_55865228	12	MM
chr12_55885509_55889941	12	MM
chr12_55944930_55945900	8	EM
chr12_56022741_56036339	11	MM
chr12_56105899_56110762	3.5	EM
chr12_56113720_56114259	8	EM
chr12_56114260_56115886	8	EM
chr12_56116659_56137645	4.5	EM
chr12_56210361_56214686	2	UC
chr12_56214687_56231267	8	EM
chr12_56236275_56239767	8	EM
chr12_56320429_56321719	2	UC
chr12_56352281_56368666	4	EM
chr12_56384929_56392544	1	UC
chr12_56393456_56403996	8	EM
chr12_56434788_56438101	1	UC
chr12_56466979_56476055	6	EM
chr12_56510912_56512774	3.5	EM
chr12_56544084_56559741	4	EM
chr12_56581323_56586730	2	UC
chr12_56614586_56616197	3	UC
chr12_56616198_56634832	6	EM
chr12_56646989_56661467	1	UC
chr12_56691696_56695727	1	UC
chr12_56705304_56710873	2	UC
chr12_56725086_56736478	6	EM
chr12_56753398_56756074	10	MM
chr12_56756380_56762988	12	MM
chr12_56842593_56843551	2	UC
chr12_56855746_56868240	8	EM
chr12_56868241_56884457	1	UC
chr12_56915351_56916115	5	EM
chr12_57022867_57030701	4	EM
chr12_57032334_57045024	1	UC
chr12_57080545_57088580	2	UC
chr12_57120670_57126337	2	UC
chr12_57142426_57147302	4	EM
chr12_57346889_57353382	1	UC
chr12_57387551_57392948	8	EM
chr12_57399089_57400611	8	EM
chr12_57419095_57427040	10	MM
chr12_57437981_57450059	2	UC
chr12_57478046_57490484	8	EM
chr12_57518762_57523884	2	UC
chr12_57523885_57526598	8	EM
chr12_57602914_57623248	4.5	EM
chr12_57630532_57634994	8	EM
chr12_57643881_57647878	6	EM
chr12_57821437_57831501	7	EM
chr12_57841970_57847045	12	MM
chr12_57847046_57863106	5	EM
chr12_57868429_57872771	1	UC
chr12_57910127_57920035	10	MM
chr12_57938678_57948504	2	UC
chr12_57981696_57992705	8	EM
chr12_57992706_58021062	6.5	EM
chr12_58024484_58032554	8	EM
chr12_58085922_58096978	2	UC
chr12_58130768_58134515	4	EM
chr12_58134516_58138608	4	EM
chr12_58141865_58150539	8	EM
chr12_58161745_58167698	5	EM
chr12_58173701_58180125	1	UC
chr12_58210700_58212639	2	UC
chr12_59309068_59315357	4	EM
chr12_6049084_6060640	2	UC
chr12_59982628_59994269	3	UC
chr12_6221481_6233921	1	UC
chr12_6233922_6237578	1	UC
chr12_6305102_6318727	6	EM
chr12_62646970_62662060	2	UC
chr12_62671845_62673983	8	EM
chr12_62859357_62860657	2	UC
chr12_62860658_62861101	2	UC
chr12_63327583_63329242	4	EM
chr12_6414977_6420940	11	MM
chr12_63541941_63545188	6	EM
chr12_6444218_6455942	8	EM
chr12_6472406_6490803	8.5	EM
chr12_64172643_64174496	4	EM
chr12_64228071_64242569	4	EM
chr12_64612574_64620170	4	EM
chr12_6553533_6554821	5	EM
chr12_64844438_64854010	5	EM
chr12_6558665_6568606	8	EM
chr12_6575196_6580413	2	UC
chr12_65140820_65154797	1	UC
chr12_65173998_65179307	4	EM
chr12_6602233_6606235	4	EM
chr12_65514671_65517164	5	EM
chr12_65561720_65563509	4	EM
chr12_65563510_65564709	4	EM
chr12_65659847_65673627	1	UC
chr12_6641136_6645372	1	UC
chr12_6658619_6666581	8	EM
chr12_6666582_6685049	1	UC
chr12_66212771_66220714	3	UC
chr12_66271967_66278929	15	MM
chr12_6711205_6741803	2	UC
chr12_66522874_66525105	5	EM
chr12_66563076_66565451	1	UC
chr12_66576117_66582657	8	EM
chr12_66582658_66585617	8	EM
